tag,answer
new_voter_registered_where_To_submit_the_downloaded_form,সংশ্লিষ্ট উপজেলা/থানা নির্বাচন অফিসে যোগাযোগ করুন।
new_voter_smart_card_how_to_get,প্রথমে services.nidw.gov.bd/nid-pub/card-status/ এই ওয়েব পোর্টাল থেকে খোঁজ নিন আপনার স্মার্ট কার্ডটি মূদ্রিত হয়েছে কি না। কার্ডটি মুদ্রিত হয়ে থাকলে সংশ্লিষ্ট উপজেলা বা থানা নির্বাচন অফিস থেকে স্মার্ট কার্ডটি সংগ্রহ করুন।
nid_adjudication_pending,"অনুগ্রহপূর্বক অপেক্ষা করুন। তবে দীর্ঘদিন আবেদন পেন্ডিং থাকলে আপনার অনলাইন জন্ম সনদ, এসএসসি সনদ (যদি থাকে), মাতার এনআইডি কার্ডের কপিসহ এনআইডি উইং এর কারিগরি অধিশাখায় যোগাযোগ করতে পারেন।"
nid_digit_format_missmatch_in_passport,আপনার তথ্যটি সঠিক নয়। পাসপোর্ট অফিস থেকে ১০ বা ১৭ ডিজিট এনআইডি নম্বর দ্বারা ভেরিফাই করা সম্ভব।
nid_information_misentry_correction_procedure,সংশ্লিষ্ট থানা/উপজেলা নির্বাচন অফিসে যোগাযোগ করে ডেমোগ্রাফিক তথ্য সংশোধনের স্বপক্ষে পর্যাপ্ত দলিলাদি উপস্থাপন করে আবেদন করতে হবে। এক্ষেত্রে বায়োমেট্রিক যাচাই সাপেক্ষে সংশ্লিষ্ট নির্বাচন কর্মকর্তা পরবর্তী করণীয় সম্পর্কে পরামর্শ প্রদান করবেন।
nid_match_found_verification_failed_how_to_solve,এ বিষয়ে সংশ্লিষ্ট উপজেলা/থানা নির্বাচন অফিসে যোগাযোগ করুন ও প্রয়োজনীয় নির্দেশনা গ্রহণ করুন।
nid_opportunity_for_foreign_spouse,এক্ষেত্রে সংশ্লিষ্ট বিদেশি নাগরিকের নিজ দেশের নাগরিকত্ব পরিত্যাগের শর্তে স্বরাষ্ট্র মন্ত্রণালয় হতে নাগরিকত্ব সনদ প্রাপ্তি সাপেক্ষে এনআইডি’র জন্য আবেদন করতে পারবেন।
nid_registration_age,যাদের জন্ম তারিখ ১ জানুয়ারি ২০০৮ বা তার পূর্বে তারা এনআইডি নিবন্ধনের জন্য আবেদন করতে পারবে।
nid_wallet_download,Google Playstore অথবা অ্যাপল স্টোর থেকে এনআইডি Wallet অ্যাপটি ডাউনলোড করতে পারবেন।
nid_wallet_download_alternative,Google Playstore অথবা অ্যাপল স্টোর থেকে এনআইডি Wallet ডাউনলোড করা না গেলে আপনার কানেকটিভিটি যাচাই করুন এবং পুনরায় চেষ্টা করুন।
nid_wallet_download_iphone,এ্যাপল স্টোর থেকে এনআইডি Wallet অ্যাপটি ডাউনলোড করতে পারবেন।
no_android_phone,অনুগ্রহপূর্বক অন্য কোনো Android Phone ব্যবহারকারীর সাহায্য নিয়ে ফেস ভেরিফিকেশন সম্পন্ন করুন। এক্ষেত্রে এনআইডি একাউন্ট রেজিস্ট্রেশনের সময় আপনার ইউজার আইডি এবং গোপন পাসওয়ার্ড দিয়ে একাউন্টটি সুরক্ষিত করতে ভুলবেন না।
no_download_option_after_correction,অনুগ্রহপূর্বক সংশ্লিষ্ট থানা/উপজেলা নির্বাচন অফিসে যোগাযোগ করুন।
no_face_verification,অনুগ্রহপূর্বক এনআইডি wallet অ্যাপে প্রদর্শিত নির্দেশনা অনুযায়ী সঠিকভাবে আপনার চেহারা ক্যামেরার সামনে তুলে ধরুন। পর্যাপ্ত আলোর ব্যবস্থা আছে কিনা চেক করুন। এরপরেও সমাধান না হয়ে থাকলে অন্য কোনো স্মার্টফোন ব্যবহারকারীর সাহায্য নিয়ে ফেস ভেরিফিকেশন সম্পন্ন করুন।
no_husband_name_in_smart_card,আন্তর্জাতিক মানদন্ড বজায় রাখার জন্য জাতীয় পরিচয়পত্রে শুধুমাত্র পিতামাতার নাম প্রদর্শিত হয়। স্বামীর নামসহ অন্যান্য তথ্যাদি এনআইডি সার্ভারে সংরক্ষিত থাকে।
no_otp_in_registration,অনাকাঙ্খিত সমস্যার জন্য আমরা আন্তরিকভাবে দুঃখিত। ওটিপি আসতে কিছুটা সময় লাগতে পারে। অনুগ্রহপুর্বক অপেক্ষা করুন অথবা কিছুক্ষণ পর “পুনরায় পাঠান” বাটনে ক্লিক করুন।
no_own_house_in_voter_area,আপনি যদি বাংলাদেশের প্রকৃত নাগরিক হন এবং আপনার যদি অনলাইন জন্ম সনদ থাকে তাহলে আপনি বর্তমান অথবা স্থায়ী যে কোন ঠিকানায় ভোটার হতে পারবেন। তবে আপনি ভাড়াটিয়া হয়ে থাকলে অতিরিক্ত হিসাবে ভাড়াটিয়া চুক্তিপত্র/ সংশ্লিষ্ট এলাকায় নাগরিকত্ব সনদ/ বাড়িওয়ালার জাতীয় পরিচয়পত্র ও বিদ্যুত বিলের কপি দাখিল করতে হবে। ভূমিহীন হয়ে থাকলে “ভূমিহীন সনদ” সংগ্রহপূর্বক সংশ্লিষ্ট এলাকায় ভোটার হওয়ার জন্য আবেদন করতে পারবেন।
no_upzila_in_online_registration,সংশ্লিষ্ট থানা/উপজেলা নির্বাচন অফিসে গিয়ে নির্ধারিত ফর্মে ঠিকানা সংশোধনের আবেদন করুন। আবেদন অনুমোদন হলে অনলাইনে রেজিস্ট্রেশন করতে পারবেন।
no_upzila_in_permananet_address,সংশ্লিষ্ট উপজেলা নির্বাচন অফিসে সংশোধন ফরম (ফরম-২) এর মাধ্যমে আবেদন করতে হবে।
not_getting_smart_card_though_newer_voter_getting,সংশ্লিষ্ট উপজেলা/থানা/জেলা নির্বাচন অফিসে যোগাযোগ করুন।
nrb_application_status,আপনার এই প্রশ্নের উত্তরটি জানতে ৯ বাটন চেপে কল সেন্টার প্রতিনিধির সঙ্গে সরাসরি কথা বলুন।
old_birth_certificate,জন্ম সনদটি অনলাইন করে জমা দিতে হবে
one_mobile_number_how_many_time_registration,একটি মোবাইল নম্বর ব্যবহার করে ৫ বার রেজিষ্ট্রেশন করতে পারবেন।
one_zero_five_upzila_office_contact,আপনার নিকট আত্মীয় মাধ্যমে উপজেলা নির্বাচন অফিসে যোগাযোগ করতে পারেন। তবে আপনার ব্যক্তিগত শুনানি ও দাখিলকৃত দলিলাদির মূলকপি যাচাই-বাছাইয়ের বিষয় হলে অবশ্যই আপনাকে স্ব-শরীরে হাজির হতে হবে।
online_application_pending,আপনার এই প্রশ্নের উত্তরটি জানতে ৯ বাটন চেপে কল সেন্টার প্রতিনিধির সঙ্গে সরাসরি কথা বলুন।
online_apply,"যেসকল আবেদন অনলাইন পোর্টালের মাধ্যমে করা যায় তা হলো (১) নতুন ভোটার নিবন্ধন বা এনআইডি এর জন্য আবেদন, (২) জাতীয় পরিচয় পত্র সংশোধন (৩) হারানো (৪) নষ্ট (৫) মাইগ্রেশন পরবর্তী রিইস্যু আবেদন।"
online_card_correction,জাতীয় পরিচয়পত্র সংক্রান্ত সকল সেবার জন্য ওয়েব পোর্টালের ঠিকানা হলো services.nidw.gov.bd/
online_card_correction_application_done_now_what,৩০ কার্যদিবসের মধ্য আবেদনটি নিষ্পত্তি না হয়ে থাকলে সংশ্লিষ্ট উপজেলা/থানা নির্বাচন অফিসে যোগাযোগ করুন।
online_new_voter_registration,অনলাইন পোর্টালের মাধ্যমে নতুন ভোটার নিবন্ধনের জন্য ভিজিট করুন services.nidw.gov.bd অতঃপর “আবেদন করুন” বাটনে ক্লিক করে প্রয়োজনীয় তথ্য সরবরাহ করুন।
online_no_apply,"যেসকল আবেদন অনলাইন পোর্টালের মাধ্যমে করা যায়না তা হলো (১) ভোটার এলাকা পরিবর্তন, (২) ছবি, স্বাক্ষর ও আঙ্গুলের ছাপ পরিবর্তন সংক্রান্ত আবেদন।"
online_portal_registration,"অনলাইন পোর্টালের মাধ্যমে জাতীয় পরিচয় পত্র সংশোধন, স্থায়ী ঠিকানা পরিবর্তন, হারানো/ নষ্ট এনআইডি কার্ড পেতে ভিজিট করুন services.nidw.gov.bd/ অতঃপর “রেজিস্টার করুন” বাটনে ক্লিক করে প্রয়োজনীয় তথ্য সরবরাহ করুন। নির্দেশনা মোতাবেক আপনার ফেস ভেরিফিকেশনের মাধ্যমে রেজিস্ট্রেশন কার্যক্রম সম্পন্ন করুন।"
online_previously_registered,services.nidw.gov.bd/ লিংকে প্রবেশ করে লগইন অপশনে আপনার পূর্বে রেজিস্ট্রিকৃত ইউজার আইডি/ এনআইডি নম্বর এবং পাসওয়ার্ড দিয়ে লগইন করতে পারবেন। যদি ইউজার আইডি ও পাসওয়ার্ড ভুলে গিয়ে থাকেন তাহলে “পাসওয়ার্ড ভুলে গেলে” বাটনে ক্লিক করে প্রয়োজনীয় নির্দেশনা অনুসরন করুন।
parent_no_card_failed_to_be_voter,পিতা মাতার অনলাইন জন্ম সনদ বা পাসপোর্ট বা কেবল পিতা মাতা মৃত হলে অনলাইন মৃত্যু সনদের কপি দাখিল করুন।
parent_spouse_name_correct_or_add_document_new,পিতা বা মাতা বা স্বামী বা স্ত্রীর এনআইডি কার্ডের কপি দাখিলপূর্বক আবেদন করতে হবে।
parents_name_correction_new,"পিতা-মাতা এর নাম সংশোধন এর ক্ষেত্রে আপনার শিক্ষাগত যোগ্যতা এসএসসি বা তার উর্দ্ধে হলে এসএসসি সনদ, অন্যান্য ক্ষেত্রে পি.ই.সি অথবা জেএসসি সনদ, পিতা-মাতার জাতীয় পরিচয়পত্র, শিক্ষা সনদ, অনলাইন জন্ম নিবন্ধন সনদ, ভাই-বোনের জাতীয় পরিচয়পত্র, পারিবারিক/ওয়ারিশ সনদ (প্রযোজ্য ক্ষেত্রে)।"
parents_or_spouse_death_related_documents_to_declare_death,"দুঃখিত, জাতীয় পরিচয় নিবন্ধন কর্তৃপক্ষের সিদ্ধান্ত অনুযায়ী কোন ব্যক্তির নামের পূর্বে ‘মৃত’ শব্দটি জাতীয় পরিচয়পত্রে ব্যবহার করা যাবে না।"
passport_number_correct_or_add_document_new,মেয়াদ সম্বলিত পাসপোর্ট এর সত্যায়িত কপি দাখিলপূর্বক আবেদন করতে হবে।
permanent_address_change_fees,ঠিকানা পরিবর্তনের কারণে অর্থাৎ মাইগ্রেশন আবেদনের জন্য কোন প্রকার ফি দিতে হয় না। তবে নতুন ঠিকানায় এনআইডি কার্ড পেতে ফি দিতে হবে।
permanent_address_change_process_duration,"স্থায়ী ঠিকানা পরিবর্তনের বিষয়টি তদন্ত সাপেক্ষ বিষয় হওয়ায়, তদন্ত প্রতিবেদন প্রাপ্তি সাপেক্ষে নিষ্পত্তি করা হয়।"
permanent_address_new,স্থায়ী ঠিকানা পরিবর্তনের জন্য প্রয়োজনীয় দলিলাদি (১) অনলাইন জন্ম নিবন্ধন সনদ। (২) নাগরিকত্ব সনদ। (৩) স্থায়ী ঠিকানার ইউটিলিটি বিলের কপি (গ্যাস/বিদ্যুৎ/পানি)। (৪) ভূমি উন্নয়ন ট্যাক্স পরিশোধের রশিদ/ চৌকিদারী রশিদ। (৫) পিতা/মাতা/ স্বামী/স্ত্রীর এনআইডি। (৬) ফ্ল্যাট/জমির দলিলাদি।
permanent_address_update_procedure,"আপনি যদি বর্তমান ঠিকানায় ভোটার হয়ে থাকেন, তাহলে স্থায়ী ঠিকানা সংশোধনের আবেদন অনলাইনে করা যাবে।"
persent_address_correction_procedure,"আপনি যদি স্থায়ী ঠিকানায় ভোটার হয়ে থাকেন, তাহলে বর্তমান ঠিকানা সংশোধন আবেদন অনলাইনে করা যাবে।"
photo_correction,এক্ষেত্রে সংশ্লিষ্ট উপজেলা/থানা নির্বাচন অফিসে স্বশরীরে উপস্থিত হয়ে আবেদন করতে হবে।
photo_done_years_ago_but_no_card,প্রাপ্তি রশিদসহ সংশিষ্ট উপজেলা/থানা নির্বাচন অফিসে যোগাযোগ করুন।
photo_signature_change_application_not_approved,সংশ্লিষ্ট জেলা নির্বাচন অফিসে যোগাযোগ করুন
photo_sms_but_not_in_upzila_other_when,"দুঃখিত, অন্য কোথাও থেকে ছবি তোলা আপাতত সম্ভব নয়। আপনাকে সংশ্লিষ্ট উপজেলা/ থানা নির্বাচন অফিসে যোগাযোগ করে পরবর্তীতে আপনার সুবিধামত সময়ে বায়োমেট্রিক প্রদানের জন্য যেতে হবে।"
picture_done_but_lost_or_no_sms_slip,অনুগ্রহ পূর্বক আপনার ভোটার এলাকার সংশ্লিষ্ট জেলা/ উপজেলা/থানা নির্বাচন অফিসে যোগাযোগ করুন।
present_address_change_process_duration,বর্তমান ঠিকানা পরিবর্তন সংক্রান্ত আবেদন সাধারণত ত্রিশ কার্যদিবসের মধ্যে নিষ্পন্ন করা হয়ে থাকে।
present_and_permanent_address_generic_new,বর্তমান ঠিকানা সংশোধনের জন্য (১) নাগরিকত্ব সনদ (২) ইউটিলিটি বিলের কপি (গ্যাস/বিদ্যুৎ/পানি) (৩) ভূমি উন্নয়ন ট্যাক্স পরিশোধের রশিদ/ চৌকিদারী রশিদ দিতে হবে।
previous_information_in_downloaded_card_after_correction,সংশ্লিষ্ট থানা/উপজেলা নির্বাচন অফিসে যোগাযোগ করে আপনার অনুমোদিত সংশোধনের বিষয়ে জেনে নিন। এরপরও যদি সংশোধিত তথ্য ডাউনলোকৃত কার্ডে না আসে তাহলে থানা/উপজেলা নির্বাচন অফিস থেকে কার্ডটি মুদ্রণ করে নিতে পারেন।
profession_change,পেশা পরিবর্তনের স্বপক্ষে প্রয়োজনীয় প্রমাণক দাখিলপূর্বক আবেদন করতে হবে।
qr_code_clarification,আপনার স্মার্ট ফোনের এনআইডি Wallet অ্যাপটি ডাউনলোড করুন এবং প্রাপ্ত QR Code টি স্ক্যান করে ফেস ভেরিফিকেশন প্রক্রিয়া সম্পন্ন করুন।
receipt_lost_how_to_get_new_card,অনুগ্রহ পূর্বক আপনার ভোটার এলাকার সংশ্লিষ্ট জেলা/ উপজেলা/থানা নির্বাচন অফিসে যোগাযোগ করুন।
reigister_as_new_voter_but_birth_registration_different_address,নতুন ভোটার আবেদনের জন্য অনলাইন জন্ম সনদে উল্লেখিত বর্তমান ও স্থায়ী যে কোন একটি ঠিকানা ব্যবহার করা যাবে।
reissue_apply_why_pending_and_urgent_reissue_seven_days_over,"আন্তরিকভাবে দুঃখিত, আপনি সংশ্লিষ্ট উপজেলা/থানা নির্বাচন অফিসে যোগাযোগ করুন।"
reissue_supporting_document,শুধুমাত্র নির্ধারিত ফি জমা দিয়ে অনলাইনে রি-ইস্যু’র আবেদন করতে হবে।
repeat_again,জি ধন্যবাদ। আমি উত্তরটি আবার বলছি।
representative_contact_outside_business_hours,"আন্তরিকভাবে দুঃখিত, আমাদের প্রতিনিধির সাথে সরাসরি কথা বলার নির্ধারিত সময়, সরকারি ছুটির দিন ব্যতীত প্রতি রবি থেকে বৃহস্পতিবার সকাল ৮টা থেকে রাত ৮টার পূর্ব পর্যন্ত। অনুগ্রহপূর্বক নির্ধারিত সময়ের মধ্যে কল করুন।"
request_for_clear_pronunciation,"আমি আন্তরিকভাবে দুঃখিত, আপনার প্রশ্নটি স্পষ্ট নয়। অনুগ্রহ করে সঠিকভাবে পুনরায় প্রশ্নটি করুন।"
request_for_feedback_or_suggestions,"আমাদের সেবা সহজীকরণে আপনার মূল্যবান মতামত বা পরামর্শ জানালে কৃতজ্ঞ হবো। আপনি সেবা পেয়ে সন্তুষ্ট হলে, ১ চাপুন। আংশিক সন্তুষ্ট হলে, ২ চাপুন এবং অসন্তুষ্ট হলে, ৩ চাপুন।"
rocket_mfs_payment_process,মোবাইল ব্যাংকিংয়ের মাধ্যমে রকেটের ক্ষেত্রে “বিল পে” অপশনে গিয়ে “ইসি বাংলাদেশ” অপশন থেকে এনআইডি ফি প্রদান করা যাবে।
service_provided,"আমি জাতীয় পরিচয়পত্র সংশোধন, তথ্য পরিবর্তন, হারানো আইডি কার্ড পুনঃপ্রাপ্তি, তথ্য আপডেটসহ বিভিন্ন এনআইডি কার্ড এবং নির্বাচন কমিশন সম্পর্কিত প্রশ্নের উত্তর ও প্রয়োজনীয় তথ্য সরবরাহ করি,আপনার নির্দিষ্ট প্রশ্ন জিজ্ঞাসা করুন।"
signature_correction,নতুন স্বাক্ষরের স্বপক্ষে যৌক্তিক দলিলাদিসহ সংশ্লিষ্ট উপজেলা/থানা নির্বাচন অফিসে স্বশরীরে উপস্থিত হয়ে আবেদন করতে হবে।
smart_card_collect_by_other,আপনার স্মার্ট কার্ডটি সংগ্রহ করার সময় আপনার চোখের আইরিশ ও দশ আঙ্গুলের ছাপ গ্রহণ করা হবে। সুতরাং যার কার্ড তাকেই সংগ্রহ করতে হবে।
smart_card_collection_fees,"না, স্মার্ট কার্ড উত্তোলনের জন্য কোন ফি জমা দিতে হয় না। তবে পূর্বের পেপার লেমিনেটেড এনআইডি কার্ড অথবা ভোটার নিবন্ধন স্লিপ নিয়ে সংশ্লিষ্ট উপজেলা/থানা অফিসে যোগাযোগ করতে হবে।"
smart_card_distributed_in_my_area_but_my_card_not_received,সংশ্লিষ্ট থানা/উপজেলা নির্বাচন অফিস থেকে স্মার্ট কার্ড মুদ্রণ সম্পর্কিত তথ্য জেনে নিন।
smart_card_fee,প্রথমবার স্মার্ট কার্ড নিতে কোন ফি দিতে হবে না।
smart_card_from_where,আপনার এই প্রশ্নের উত্তরটি জানতে ৯ বাটন চেপে কল সেন্টার প্রতিনিধির সঙ্গে সরাসরি কথা বলুন।
smart_card_lost_how_to_get_new_one_again,"আন্তরিকভাবে দুঃখিত, এই মুহুর্তে স্মার্টকার্ড রি-প্রিন্টের সুযোগ নেই।"
smart_card_lost_reissue,দুঃখিত। ভোটারযোগ্য সকল নাগরিকের হাতে একবার স্মার্টকার্ড পৌঁছানোর পর স্মার্টকার্ড রিপ্রিন্টের বিষয়ে সিদ্ধান্ত গ্রহণ করা হবে।
smart_card_print_problem,"ডাটাবেজে তথ্য যথাযথভাবে না থাকার কারণে স্মার্ট কার্ড মু্দ্রণ হয় না, কারণ জানতে ৯ চাপুন।"
smart_card_printing_status_sms_how,আপনার এই প্রশ্নের উত্তরটি জানতে ৯ বাটন চেপে কল সেন্টার প্রতিনিধির সঙ্গে সরাসরি কথা বলুন।
smart_card_ready_sms,"না, তবে নির্দিষ্ট এলাকায় স্মার্টকার্ড বিতরণকালীন সময় প্রচারনা চালানো হয়।"
smart_card_selected_but_get_pdf,"আন্তরিকভাবে দুঃখিত, এই মুহুর্তে স্মার্টকার্ড রি-প্রিন্টের সুযোগ নেই।"
smart_card_status,আপনার এই প্রশ্নের উত্তরটি জানতে ৯ বাটন চেপে কল সেন্টার প্রতিনিধির সঙ্গে সরাসরি কথা বলুন।
sms_after_picture_how_many_days,আপনার এই প্রশ্নের উত্তর জানতে ৯ বাটন চেপে কল সেন্টার প্রতিনিধির সঙ্গে সরাসরি কথা বলুন।
softwere_bug_in_card_processing_system,এনআইডি সংশোধন/ রি-ইস্যু আবেদনের ক্ষেত্রে কারিগরী সমস্যার কারণে এই সমস্যা তৈরি হয়ে থাকতে পারে। এমতাবস্থায় ০ বাটন চেপে আপনার অভিযোগটি রেকর্ড করুন। আশা করা যায় শীঘ্রই আপনার প্রদত্ত ফি পুণঃব্যবহারের উপযোগী হবে।
spouse_name_correction_new,"স্বামী/স্ত্রী এর নাম সংশোধন এর জন্য নিকাহনামা (ইসলাম ধর্ম ব্যতীত অন্যান্য ধর্মাবলম্বীদের জন্য বিবাহের প্রত্যয়নপত্র/এফিডেভিট), স্বামী/স্ত্রীর এনআইডি, প্রযোজ্য ক্ষেত্রে তালাকনামা, সন্তানদের জাতীয় পরিচয়পত্র/ শিক্ষা সনদ/ অনলাইন জন্ম নিবন্ধন।"
ssc_certificate_for_correction,আপনার এই প্রশ্নের উত্তরটি জানতে ৯ বাটন চেপে কল সেন্টার প্রতিনিধির সঙ্গে সরাসরি কথা বলুন।
ten_digit_nid_password_changing_problem,"আপনি পূর্বে ১৩/১৭ ডিজিট এনআইডি নম্বর ব্যবহার করেছেন, সেটি এখনো ব্যবহারযোগ্য আছে। ১০ ডিজিট এনআইডি নম্বরের পরিবর্তে ১৩/১৭ ডিজিট এনআইডি নম্বর প্রয়োজন হলে সংশ্লিষ্ট উপজেলা/ থানা নির্বাচন অফিসে যোগাযোগ করুন।"
tin_number_correct_or_add_document_new,অনলাইন টিআইএন এর সত্যায়িত কপি দাখিলপূর্বক আবেদন করতে হবে।
together_present_and_permanent_address_change,"না, উভয় ক্ষেত্রে ভিন্ন ভিন্ন আবেদন করতে হবে।"
underaged_card_holder_to_voter,যে কোন বছরের পহেলা জানুয়ারি ১৮ বছর পূর্ণ হবার সাথে সাথে এনআইডি কার্ডধারী ব্যক্তি ভোটার তালিকার অন্তর্ভুক্ত হয়ে থাকেন।
unexpected_online_problem,আপনার এই প্রশ্নের উত্তরটি জানতে ৯ বাটন চেপে কল সেন্টার প্রতিনিধির সঙ্গে সরাসরি কথা বলুন।
updated_nid_after_correction,"এনআইডি কার্ডের প্রদর্শিত তথ্য যেমন- নিজ নাম, পিতা-মাতার নাম, জন্ম তারিখ ইত্যাদি সংশোধনের আবেদন অনুমোদন করা হলে সংশোধিত কার্ড ডাউনলোড করতে পারবেন কিন্তু অন্যান্য তথ্য সংশোধন হলে ডাউনলোড সম্ভব নয়।"
utility_bill_not_available_for_address_proof,"পিতা/মাতা বা স্বামী/স্ত্রীর নামে ইউটিলিটি বিলের কপি দেওয়া যেতে পারে। ভাড়াকৃত বাড়ির ক্ষেত্রে বাড়িওয়ালার নামে ইউটিলিটি বিলের কপি, বাড়ি ভাড়ার চুক্তিপত্র এবং উক্ত এলাকার জনপ্রতিনিধি কর্তৃক নাগরিকত্ব সনদ/ প্রত্যয়নপত্র দাখিল করতে হবে।"
voter_area_change,আপনি যে এলাকায় যেতে চান সেই সংশ্লিষ্ট উপজেলা/ থানা নির্বাচন অফিসে স্বশরীরে উপস্থিত হয়ে স্থানান্তর ফর্ম-১৩ পূরণ করে প্রয়োজনীয় দলিলাদিসহ আবেদন করুন।
voter_area_change_not_reflected,"আন্তরিকভাবে দুঃখিত, অনুগ্রহপূর্বক সংশ্লিষ্ট থানা/উপজেলা নির্বাচন অফিসে যোগাযোগ করুন।"
voter_area_change_ongoing,"দুঃখিত, একটি আবেদনের কার্যক্রম চলমান থাকা অবস্থায় অন্য কোন বিষয়ের জন্য আবেদন করা যাবে না।"
voter_area_change_online,"দুঃখিত, এক্ষেত্রে আপনি যে এলাকায় স্থানান্তর হতে চান সেই উপজেলা/থানা নির্বাচন অফিসে স্বশরীরে আবেদন জমা দিতে হবে।"
voter_area_query,সংশ্লিষ্ট উপজেলা/থানা নির্বাচন অফিসের সহযোগিতা গ্রহণ করুন।
voter_card_damaged,না। এক্ষেত্রে জিডি’র প্রয়োজন নেই। যদি এনআইডি নম্বর জানা থাকে তাহলে নির্ধারিত ফি দিয়ে অনলাইনে রি-ইস্যু আবেদন করুন।
voter_halnagad_registration_not_done,services.nidw.gov.bd/ এই পোর্টালে নতুন নিবন্ধনের জন্য আবেদন করুন। এসএমএস-প্রাপ্তি সাপেক্ষে নির্ধারিত ডকুমেন্টসসহ সংশ্লিষ্ট থানা/উপজেলা নির্বাচন অফিসে গিয়ে বায়োমেট্রিক প্রদান করুন। পরবর্তীতে মোবাইলে এসএমএস পাওয়া সাপেক্ষে ঐ একই পোর্টালে রেজিস্ট্রেশন সম্পন্ন করুন এবং লগইন করে এনআইডি ডাউনলোড করুন।
voter_migration_done_now_what_to_do_for_reissue,নির্ধারিত ফি জমা দিয়ে অনলাইনে রিইস্যু আবেদন করুন।
voter_slip_lost_how_to_get_new_card,সংশ্লিষ্ট জেলা নির্বাচন অফিসে গিয়ে বায়োমেট্রিক যাচাইয়ের মাধ্যমে এনআইডি নম্বর সংগ্রহ করুন এবং এনআইডি কার্ড উত্তোলন করুন।
voter_slip_lost_how_to_get_nid,সংশ্লিষ্ট উপজেলা/থানা নির্বাচন অফিস গিয়ে এনআইডি নম্বর সংগ্রহ করে অনলাইনে রি-ইস্যু আবেদন করতে হবে। যদি এনআইডি নম্বর জানা থাকে তাহলে সরাসরি অনলাইনে আবেদন করুন।
warning_to_prank_caller,"‘জাতীয় পরিচয় তথ্য সেবা ১০৫’ একটি গুরুত্বপূর্ণ সরকারি সেবা। এখানে অপ্রয়োজনীয় ও অপ্রাসঙ্গিক কল করা থেকে বিরত থাকুন, অনুগ্রহপূর্বক অন্যকে সেবা নিতে সহায়তা করুন।"
way_to_cancel_correction_application,"সংশোধন আবেদনটি বাতিল করার জন্য মহাপরিচালক, জাতীয় পরিচয় নিবন্ধন অনুবিভাগ বরাবর আবেদন লিখে উপজেলা নির্বাচন অফিসে জমা দিন।"
whether_nid_card_required_for_dual_citizenship,"এনআইডি কার্ড পেতে দ্বৈত নাগরিকত্ব সনদ প্রয়োজন নেই, তবে পিতা/মাতার বাংলাদেশের এনআইডি কার্ড/মৃত হলে অনলাইন মৃত্যু সনদ/বাংলাদেশী বৈধ পাসপোর্টের কপি প্রয়োজন হবে।"
whom_to_communicate_for_dual_citizenship_certificate,"এ বিষয়ে স্বরাষ্ট্র মন্ত্রণালয়ের সুরক্ষা সেবা বিভাগ, বহির্গমন-৩ শাখা এর সাথে যোগাযোগ করা যেতে পারে।"
wish_to_create_nid_smart_card_new,services.nidw.gov.bd এই ওয়েব পোর্টালে “নতুন নিবন্ধন” অপশনে গিয়ে রেজিষ্ট্রেশন করে লগইন করুন। এরপর নিবন্ধন ফরম পূরন করুন এবং এপয়েন্টমেন্ট অপশন থেকে এপয়েন্টমেন্ট নিন অথবা এসএমএস পাওয়া সাপেক্ষে প্রয়োজনীয় কাগজপত্রসহ সংশ্লিষ্ট থানা/উপজেলা নির্বাচন অফিসে গিয়ে ছবি ও বায়োমেট্রিক প্রদান করুন।
wrong_information_in_online_application_what_to_do,সংশ্লিষ্ট নির্বাচন অফিস থেকে আপনার আবেদনটি বাতিল করে পুনরায় সঠিক তথ্য দিয়ে নিবন্ধন সম্পন্ন করুন।
wrong_password_in_registration,"যদি ইউজার আইডি ও পাসওয়ার্ড ভুলে গিয়ে থাকেন তাহলে, “পাসওয়ার্ড ভুলে গেলে” বাটনে ক্লিক করে প্রয়োজনীয় নির্দেশনা অনুসরন করুন।"
wrongly_dead_declared,পিতা/মাতা/স্বামী/স্ত্রী’র এনআইডি দাখিলপূর্বক অনলাইনে সংশোধনের আবেদন করুন।
