question,cluster_name
দূতাবাসে বায়োমেট্রিক প্রদান করেছি,faceVerificationCompleted
ফেস ভেরিফিকেশন শেষ হবার পর আটায় আছে,faceVerificationCompleted
বাংলাদেশের এনআইডি কার্ডের জন্য বায়োমেট্রিক দিয়েছি এখন কি করবো,faceVerificationCompleted
বাড়ি বদল করেছি,faceVerificationCompleted
বাসা বদল করেছি,faceVerificationCompleted
বাসা বদলে গেছি,faceVerificationCompleted
বায়োমেট্রিক্স দেওয়ার জন্য এসএমএস পেয়েছি,faceVerificationCompleted
ভোটার ট্রান্সফার প্রসেসে আছে,faceVerificationCompleted
ভোটার ঠিকানা ট্রান্সফার চলছে,faceVerificationCompleted
ভোটার ঠিকানা ট্রান্সফার রিকোয়েস্ট চলমান,faceVerificationCompleted
ভোটার স্থানান্তর এখনও কমপ্লিট হয়নি,faceVerificationCompleted
ভোটার স্থানান্তর করে ফেলেছি,faceVerificationCompleted
ভোটার স্থানান্তর করেছি,faceVerificationCompleted
ভোটার স্থানান্তর পেন্ডিং অবস্থায় কি সংশোধন করা যাবে,faceVerificationCompleted
ভোটার স্থানান্তর শেষ হয়েছে,faceVerificationCompleted
ভোটার স্থানান্তরের অনুমোদন পাওয়া গেছে,faceVerificationCompleted
ভোটার স্থানান্তরের আবেদন অনুমোদন পেয়েছে,faceVerificationCompleted
ভোটার স্থানান্তরের আবেদন অনুমোদিত হলে,faceVerificationCompleted
ভোটার স্থানান্তরের আবেদন অনুমোদিত হলেও,faceVerificationCompleted
ভোটার স্থানান্তরের আবেদন করেছিলাম,faceVerificationCompleted
ভোটার স্থানান্তরের আবেদন চলামান রয়েছে,faceVerificationCompleted
ভোটার স্থানান্তরের আবেদন প্রক্রিয়াধীন,faceVerificationCompleted
ভোটার স্থানান্তরের আবেদন সফল হয়েছে,faceVerificationCompleted
ভোটার স্থানান্তরের কাজ চলাকালীন সময়ে সংশোধন করা যাবে কি,faceVerificationCompleted
ভোটার স্থানান্তরের জন্য আবেদন করেছি তো,faceVerificationCompleted
ভোটার স্থানান্তরের প্রসেস চলছে,faceVerificationCompleted
অনলাইনে আবেদনের ফর্ম প্রিন্ট করার সময় ফন্টে গন্ডগোল হচ্ছে,formPrintIssues
অনলাইনে ভোটার নিবন্ধনের ফর্ম প্রিন্ট করার পর ফন্টে সমস্যা হচ্ছে,formPrintIssues
আজকাল ফিঙ্গারপ্রিন্ট আপডেট করেও পেন্ডিং,formPrintIssues
আপডেট করে দিয়েছি ফিঙ্গারপ্রিন্ট কিন্তু এখনো পেন্ডিং,formPrintIssues
আমি নতুন ভোটারের ফর্ম প্রিন্ট করতে গিয়ে ফন্ট ভেঙ্গে যাচ্ছে,formPrintIssues
কোন কোন কারণে ডিজিটাল কার্ডের প্রিন্ট বিলম্বিত হতে পারে,formPrintIssues
নতুন ভোটার নিবন্ধন ফর্ম প্রিন্ট করার পর ফন্ট সমস্যা হলে কি করবো,formPrintIssues
নতুন ভোটার নিবন্ধনের জন্য ফর্মটা প্রিন্ট করলে ফন্ট ভাঙছে,formPrintIssues
নতুন ভোটারের জন্য অনলাইনে আবেদন করেছি কিন্তু ফর্মটি প্রিন্ট করলে ফন্ট ভেঙ্গে যাচ্ছে। কি করণীয়,formPrintIssues
নতুন ভোটারের জন্য ফর্ম প্রিন্ট করতে গেলে ফন্ট ভাঙছে,formPrintIssues
নতুন ভোটারের জন্য ফর্ম প্রিন্ট করে ফন্ট ভেঙ্গে যাচ্ছে,formPrintIssues
নতুন ভোটারের ফর্ম প্রিন্ট করতে গিয়ে ফন্ট ভেঙ্গে যাচ্ছে,formPrintIssues
ফর্ম ডাউনলোড করে প্রিন্ট করেছি কিন্তু ফন্টে সমস্যা দেখছি,formPrintIssues
ফর্মটি প্রিন্ট করার সময় ফন্টের সমস্যা হচ্ছে,formPrintIssues
ফিঙ্গারপ্রিন্ট আপডেট করতে অনেক দিন হয়েছে,formPrintIssues
ফিঙ্গারপ্রিন্ট আপডেট করতে দিয়ে ধীর্ঘদিন হলো কিন্তু এখনো হচ্ছে না বা এডজুডিকেশন পেন্ডিংঅবস্থায় আছে। কি করণীয়,formPrintIssues
ফিঙ্গারপ্রিন্ট আপডেট করতে দিয়ে ধীর্ঘদিন হলো কিন্তু এখনো হচ্ছে না বা এডজুডিকেশন পেন্ডিংঅবস্থায় আছে। কি করনীয়,formPrintIssues
ফিঙ্গারপ্রিন্ট আপডেট করার পরেও এডজুডিকেশন পেন্ডিং,formPrintIssues
ফিঙ্গারপ্রিন্ট আপডেট করে এখনো এডজুডিকেশন পেন্ডিং,formPrintIssues
ফিঙ্গারপ্রিন্ট আপডেট করে কাজ হচ্ছে না,formPrintIssues
ফিঙ্গারপ্রিন্ট আপডেট করে কিন্তু কাজ এগোচ্ছে না,formPrintIssues
ফিঙ্গারপ্রিন্ট আপডেট করে কিন্তু কোনো আপডেট নেই,formPrintIssues
ফিঙ্গারপ্রিন্ট আপডেট করে দিন কতক গেছে,formPrintIssues
ফিঙ্গারপ্রিন্ট আপডেট করে বহুদিন হয়ে গেছে,formPrintIssues
ফিঙ্গারপ্রিন্ট আপডেট করে বার বার পেন্ডিং দেখাচ্ছে,formPrintIssues
ফিঙ্গারপ্রিন্ট আপডেট করেও পেন্ডিং অবস্থায় আছি,formPrintIssues
ফিঙ্গারপ্রিন্ট আপডেট হয়ে এখনো পেন্ডিং অবস্থায় আছ,formPrintIssues
ফিঙ্গারপ্রিন্ট আপডেটের পরেও অবস্থা অপরিবর্তিত,formPrintIssues
ফিঙ্গারপ্রিন্ট আপডেটের পরেও কিছু হচ্ছে না। কি করণীয়,formPrintIssues
ফিঙ্গারপ্রিন্ট আপডেটের পরেও কেনো পেন্ডিং,formPrintIssues
ফিঙ্গারপ্রিন্ট আপডেটের পরেও কেনো পেন্ডিং আছে,formPrintIssues
ফিঙ্গারপ্রিন্ট দিলে আমার মোবাইলের সিমে তথ্য আসেনা,formPrintIssues
ফিঙ্গারপ্রিন্ট দিলে তথ্য আনতে সমস্যা হচ্ছে,formPrintIssues
ফিঙ্গারপ্রিন্ট দিয়ে একাউন্ট ভেরিফাই করতে সমস্যা হচ্ছে,formPrintIssues
ফিঙ্গারপ্রিন্ট দিয়ে তথ্য আসছে না,formPrintIssues
ফিঙ্গারপ্রিন্ট দিয়ে তথ্য খুঁজতে সমস্যা হচ্ছে,formPrintIssues
ফিঙ্গারপ্রিন্ট দিয়ে তথ্য পাওয়া যাচ্ছে না,formPrintIssues
ফিঙ্গারপ্রিন্ট দিয়ে তথ্য যাচাইয়ের সময় সমস্যা হচ্ছে,formPrintIssues
ফিঙ্গারপ্রিন্ট দিয়ে সিম কিনতে সমস্যা হচ্ছে,formPrintIssues
ফিঙ্গারপ্রিন্ট দিয়ে সিম বা অন্যান্য ক্ষেত্রে তথ্য আসছে না। কি করা উচিত,formPrintIssues
ফিঙ্গারপ্রিন্ট দিয়ে সিম বা একাউন্ট ভেরিফাই করতে সমস্যা হলে কি করণীয়,formPrintIssues
ফিঙ্গারপ্রিন্ট দেওয়ার পরও সিমে তথ্য না আসলে কি করতে হবে,formPrintIssues
ফিঙ্গারপ্রিন্ট দেয়া সত্ত্বেও তথ্য না আসলে কি করণীয়,formPrintIssues
ফিঙ্গারপ্রিন্টের সমস্যা হলে কি সমাধান করা যায়,formPrintIssues
মোবাইলের সিম বা অন্যান্য ক্ষেত্রে ফিঙ্গারপ্রিন্ট দিলে আমার তথ্য আসেনা। কি করনীয়,formPrintIssues
ম্যাচ ফাউন্ড দেখানোর পর আমি কি করণীয়,generalQueries
অনলাইন আইডি তৈরির পর কিউআর কোড এসেছে,generalQueries
অনলাইনে এনআইডি একাউন্ট তৈরী করার পর একটি QR Code এসেছে,generalQueries
অনলাইনে এনআইডি একাউন্ট তৈরী করার পর একটি কিউআর কোড এসেছে,generalQueries
অবস্থা জানতে একশত পাঁচ এ ফোন করলাম,generalQueries
আগে রেজিষ্ট্রেশন করা হলে সাইন ইন করতে চাচ্ছি,generalQueries
আন্তিল নেক্সট টাইম,generalQueries
আপনার উত্তর কোথায়,generalQueries
আপনার থেকে কি তথ্য পাওয়া যাবে,generalQueries
আপনার মাধ্যমে কি কি তথ্য পাওয়া যাবে,generalQueries
আপনার সুপারভাইজারের সাথে কথা বলতে চাই,generalQueries
আপনার সেবা সম্পর্কে বলুন।,generalQueries
আপনি কি আরও কিছু জানাতে চান,generalQueries
আপনি কি সরকারী প্রতিনিধি,generalQueries
আপনি কি সাহায্য করতে পারবেন আরও,generalQueries
আপনি কীভাবে সাহায্য করতে পারেন,generalQueries
আমার একই মোবাইল নাম্বার দিয়ে ভোটার রেজিস্ট্রেশন কতবার করা যাবে,generalQueries
আমার একটা জরুরি প্রশ্ন আছে,generalQueries
আমার মোবাইল (019XXXXXXXX) নাম্বার দিয়ে ভোটার কার্ড নিবন্ধন কতবার করা যাবে,generalQueries
আমি একজন এজেন্টের সাথে কথা বলবো,generalQueries
আমি একজন কল সেন্টার এজেন্ট এর সাথে কথা বলতে চাই,generalQueries
আমি একজন লাইভ এজেন্ট এর সাথে কথা বলতে চাই,generalQueries
আমি একশত পাঁচ এ ফোন করে আবেদনের অবস্থা জানলাম,generalQueries
আমি কল সেন্টারে কথা বলতে চাই,generalQueries
আমি কিউআর দিয়ে কী করব এনআইডি প্রক্রিয়ায়,generalQueries
আমি কীভাবে সাহায্য পেতে পারি,generalQueries
আমি কোন ধরনের তথ্য জানতে পারবো,generalQueries
আমি জাতীয় পরিচয়পত্র করতে চাই,generalQueries
আর কোনো তথ্য জানার আছে,generalQueries
এআই না এজেন্টের সাথে কথা বলতে চাই,generalQueries
এই বিষয়ে একজন এক্সপার্টের সাথে কথা বলা দরকার,generalQueries
একই মোবাইল নম্বর দিয়ে কি দশবার (XX বার) ভোটার নিবন্ধন করা যাবে,generalQueries
একজন এজেন্টকে দিন,generalQueries
একজন বাস্তব এজেন্টের সাথে কথা বলতে চাই,generalQueries
একটা কিউ আর পেয়েছি একাউন্ট ক্রিয়েট এর পর কীভাবে এটি ব্যবহার করবো,generalQueries
একটা ফোন দিয়ে কতবার ভোটার নিবন্ধন করতে পারি,generalQueries
একটা মোবাইল নাম্বার দিয়ে কতবার registration করতে পারি,generalQueries
একটা মোবাইলই আছে আমার বাসায় মেম্বার চার জন,generalQueries
একটি ফোন নম্বর দিয়ে কতবার রেজিষ্ট্রেশন করতে পারবো,generalQueries
একটি মোবাইল নম্বর দিয়ে আমি কতবার রেজিস্ট্রেশন করতে পারি,generalQueries
একটি মোবাইল নম্বর দিয়ে কতবার রেজিষ্ট্রেশন করতে পারবো,generalQueries
একশ পাঁচ এ ফোন করার পর বলা হলো উপজেলা অফিসে যোগাযোগ করতে,generalQueries
একাউন্ট তৈরির সময় কিউআর কোড এসেছে,generalQueries
এখন নয় চাপলে প্রতিনিধির সাহায্য পাওয়া যাবে।,generalQueries
এখানে আমি কীভাবে সাহায্য পাব,generalQueries
এখানে কী ধরনের সেবা পাওয়া যায়,generalQueries
এছাড়া অন্য কোন উপায় আছে কি,generalQueries
এজেন্ট এর কাছে দেন,generalQueries
এটা কি এনআইডি সংক্রান্ত সেবা,generalQueries
এটা কি জাতীয় পরিচয়পত্র সার্ভিস,generalQueries
এনআইডি একাউন্ট করলে যে কিউআর কোড আসে তা কেন দেওয়া হয়,generalQueries
এনআইডি একাউন্ট তৈরি করার পর একটি কিউ আর দেখাচ্ছে,generalQueries
এনআইডি কারেকশন করবো,generalQueries
এসএসসি সনদ চেয়েছে,generalQueries
এসএসসি সনদ চেয়েছে,generalQueries
এসএসসি সনদ জমা দিতে বলা হয়েছে,generalQueries
ওটিপি আসতে কি পরিমান টাইম লাগে,generalQueries
ওয়ান জিরো ফাইভ কল করে আমি আবেদনের স্ট্যাটাস জানতে পেরেছি,generalQueries
কলটা কেটে দেন,generalQueries
কাস্টমার কেয়ার এ কানেক্ট করুন,generalQueries
কি চেয়ারম্যানের সই লাগবে,generalQueries
কিউ আর কোড আসছে এইটা কি দিয়া স্ক্যান করতে কি হবে,generalQueries
কিউআর কোড এর ব্যবহার নিয়ে নির্দেশনা কী,generalQueries
কিউআর কোড দিয়ে কি করতে কি হবে,generalQueries
কিউআর কোড পাওয়ার পর কি ধাপ নেওয়া উচিত,generalQueries
কিপ ইন টাচ,generalQueries
ক্যাচ ইউ লেটার,generalQueries
টেকনিক্যাল টিমের কারো সাথে কথা বলতে চাই,generalQueries
তুমি কি ফোন করতে পারো,generalQueries
তোমার মোবাইল নাম্বার দিবা,generalQueries
নতুন একাউন্ট তৈরির পর কিউআর কোড পেয়েছি,generalQueries
নতুন সিগনেচার আপডটে করতে হলে আমাকে কি কি করতে হবে,generalQueries
নিজ নামে ইউটিলিটি বিল (পানি,generalQueries
নির্দিষ্ট সময়ের বাইরে কথা বলতে চাইলে নয় চেপে কল করুন।,generalQueries
নির্দিষ্ট সময়ের বাইরে নয় চাপলে প্রতিনিধির সাথে সংযোগ হবে।,generalQueries
নির্ধারিত সময়ের বাইরে নয় চেপে প্রতিনিধি সংযোগ করুন।,generalQueries
নয় চাপলে প্রতিনিধি আপনাকে সাহায্য করবেন।,generalQueries
প্রতিনিধির সাথে কথা বলতে চাইলে নয় চেপে অপেক্ষা করুন।,generalQueries
প্রয়োজনে আবার যোগাযোগ করুন।,generalQueries
লাইনে প্রবলেম ছিল,generalQueries
সকাল আটটার পূর্বে বা রাত আটটার পরে নয় চাপুন।,generalQueries
সকাল আটটার আগে অথবা রাত আটটার পরে নয় চাপুন প্রতিনিধি সংযোগের জন্য।,generalQueries
সরাসরি প্রতিনিধিকে কলটি স্থানান্তরের ক্ষেত্রে সকাল আটটার পূর্বে এবং রাত আটটার পরে নয় চেপে প্রতিনিধির সাথে কথা বলতে চাইলে উত্তর কি হবে,generalQueries
সাপোর্ট টিমের কারো সাথে কথা বলতে চাই,generalQueries
হেল্প ডেস্কে কানেক্ট করুন,generalQueries
আটটার আগে বা পরে কথা বলতে চাইলে নয় চাপুন।,generalQueries
অনেক আগে কার্ড এ লগইন করেছি,matchFoundErrors
আইডি কার্ড দেখে লাগতেছে এইটাতে আরেকজন এর ছবি,matchFoundErrors
আগের আইডি কার্ডে অ্যানআইডি নম্বর ছিল বেশি,matchFoundErrors
আগের ন্যাশনাল আইডি কার্ডে হাজবেন্ড নাম ছিল,matchFoundErrors
আজকাল এনআইডি ম্যাচ ফাউন্ড হয়েছে হওয়ায় আমার ভোটার কার্ড যাচাইয়ে সমস্যা হচ্ছে,matchFoundErrors
আমার আগের কার্ডে হাজবেন্ড এর নাম ছিল,matchFoundErrors
আমার এনআইডি ম্যাচ ফাউন্ড হয়েছে বা এনআইডি MATCH FOUND হয়ে গেছে,matchFoundErrors
আমার এনআইডিতে অন্য কারো তথ্য এসেছে,matchFoundErrors
আমার এলাকায় কার্ড বিতরণ হয়েছে,matchFoundErrors
আমার এলাকায় সবাই কার্ড পেয়েছে,matchFoundErrors
আমার কার্ড এ বউ এর নাম এ স্পেলিং মিস্টেক আছে কি করব,matchFoundErrors
আমার কার্ড এর আরেক লোক এর তথ্য আসছে,matchFoundErrors
আমার কার্ড খোয়া গেছে এবং কোন তথ্যও নেই,matchFoundErrors
আমার কার্ড তালা লেগে গেছে,matchFoundErrors
আমার কার্ড মাইর গেছে,matchFoundErrors
আমার কার্ডটা কয়েবার ঠিক করা যাইবো,matchFoundErrors
আমার কার্ডে আরকেজন এর নাম চলে আসছে,matchFoundErrors
আমার কার্ডে স্বাক্ষর টা আগের,matchFoundErrors
আমার জন্ম জুলাই মাসে কার্ডে আগস্ট আসছে কিভাবে ঠিক করা যায় এটা,matchFoundErrors
আমার জন্মসাল রিলেটে ইনফরমেশন এ প্রব্লেম হইছে কার্ডে কি করতে পারি এখন,matchFoundErrors
আমার পুরোনো কার্ডে জামাইর নাম ছিল,matchFoundErrors
আমার বার্থ সার্টিফিকেট আর এসএসসি সার্টিফিকেটে তথ্য মেলেনা,matchFoundErrors
আমার বার্থ সার্টিফিকেট আর সার্টিফিকেটে এর তথ্য মেলেনা,matchFoundErrors
আমার বয়স দুইরকম কার্ডে আর সনদ এ,matchFoundErrors
আমার ভোটার কার্ডে ফোন নম্বরটা দেওয়া লেখা হয়েছে,matchFoundErrors
আমার মুখ কার্ডে ঘোলা আসছে কি করতে পারি এখন,matchFoundErrors
আমার সার্টিফিকেট আর কার্ডের বয়স দুইরকম এইটা কেমন ঠিক করাবো,matchFoundErrors
আমার স্মার্ট বা নতুন ডিজিটাল কার্ডে হাবির নাম কেন নেই যখন আগের কার্ডে আছে,matchFoundErrors
আমার হাজবেনড নেইম এর স্পেলিং মিস্টেক আছে কার্ডে কি করব,matchFoundErrors
আমি এসএসসি দিইনি তবে আমার কাছে কার্ড এর জন্য এসএসসি এর সনদ চাইছে কি করবো,matchFoundErrors
আমি দশ ডিজিট আইডি কার্ড পেয়েছি,matchFoundErrors
আরকেজন এর কার্ড এর লেখা আমার কার্ড এ চইলা আসছে,matchFoundErrors
আরকেজন কার্ড এর তথ্য ছাপা হইছে আমার কার্ড এ,matchFoundErrors
এনআইডি MATCH FOUND বা এনআইডি ম্যাচ ফাউন্ড হয়েছে হয়ে গেছে,matchFoundErrors
এম্বাসিতে কার্ডের আবেদন করেছি,matchFoundErrors
এসএসসি না পাশ করেই আমি শিক্ষাগত যোগ্যতা হিসেবে এসএসসি দেখিয়েছি,matchFoundErrors
কাগজের আইডি কার্ডে হাজবেন্ড এর নাম ছিলো,matchFoundErrors
কার্ড এ আরেক লোক এর তথ্য আসছে,matchFoundErrors
কার্ড এর এক সাইড এ আমার তথ্য আসছে,matchFoundErrors
কার্ড এর তথ্য দেখতে গিয়ে সমস্যা হচ্ছে,matchFoundErrors
কার্ড ঠিক করতে দিছি অনেক দিন আগে,matchFoundErrors
কার্ডে অন্যের তথ্য দেখাচ্ছে,matchFoundErrors
কার্ডে আমার মুখ কালো আসছে এখন এইটা ঠিক করাতে পারব,matchFoundErrors
কার্ডে আরকেজন এর তথ্য প্রিন্ট হয়ে গেছে যা বুঝতেছি কীভাবে ঠিক করা যাবে,matchFoundErrors
কার্ডে আরেকজন এর কিন্তু ইনফরমেশন প্রিন্ট হয়ে গেছে,matchFoundErrors
কার্ডে পিকচার টা ব্লার আসছে কিভাবে ঠিক করবো,matchFoundErrors
কার্ডে সামনের পার্ট টায় আমার তথ্য আসছে,matchFoundErrors
কার্ডের তথ্য আপডেট করে ডাউনলোড করলাম কিন্তু কেন ওল্ড ইনফরমেশন ই দেখাচ্ছে,matchFoundErrors
দশ ডিজিট আইডি কার্ড পেয়ে পিন পরিবর্তনে সমস্যা হচ্ছে,matchFoundErrors
পাশ না করেই আমি আমার কার্ডে বেশি শিক্ষাগত যোগ্যতা দিয়েছি,matchFoundErrors
পাশ না করেও আমার কার্ডে এসএসসি বা তদুর্ধ্ব শিক্ষাগত যোগ্যতা দেখানো হয়েছে,matchFoundErrors
পাসপোর্টের ডেট ওভার হয়ে গেছে,matchFoundErrors
পাসপোর্টের মেয়াদ শেষ,matchFoundErrors
পুরাতন জন্ম সনদ আছে,matchFoundErrors
পুরানো আইডি কার্ডে তেরো টা নম্বর ছিল এনআইডি নম্বর এ,matchFoundErrors
পুরানো আইডি কার্ডের নম্বরের বদলে এখন দশ ডিজিট আইডি কার্ড আছে,matchFoundErrors
পুরানো কার্ডটি খুঁজে পেয়েছি,matchFoundErrors
পুরানো জন্ম সনদ আছে,matchFoundErrors
পুরানো বার্থ সার্টিফিকেট সনদ জমা দিতে হবে,matchFoundErrors
পূর্ববর্তী কাগজের আইডি কার্ডে বাচ্চার বাবার নাম ছিল,matchFoundErrors
বিকাশ একাউন্ট খুলছি পুরানো আইডি কার্ডের কপি ও নম্বর দিয়েছিলাম,matchFoundErrors
ভুলবশতঃ আমার শিক্ষাগত যোগ্যতা এসএসসি বা তার বেশি দেখা যাচ্ছে,matchFoundErrors
মোবাইল ব্যাংকিং একাউন্ট খুলতে পুরানো আইডি কার্ডের কপি ও নম্বর দিয়েছিলাম,matchFoundErrors
লাগতেছে আমারকার্ডে অন্যের তথ্য এসেছে,matchFoundErrors
সিম কিনতে পুরানো আইডি কার্ডের কপি ও নম্বর দিয়েছিলাম,matchFoundErrors
সিম রেজিস্ট্রেশন করতে আগের সতেরো ডিজিট আইডি কার্ডের নম্বর দিয়েছিলাম,matchFoundErrors
অ্যান্ড্রয়েড ছাড়া এনআইডি ওয়ালেট ইনস্টল করার বিকল্প আছে কি,mobileAppIssues
অ্যান্ড্রয়েড না থাকলে এনআইডি ওয়ালেট কীভাবে অ্যাক্সেস করবো,mobileAppIssues
অ্যান্ড্রয়েড ফোন ছাড়া এনআইডি ওয়ালেট ডাউনলোড করার কোনো উপায় আছে কি,mobileAppIssues
অ্যান্ড্রয়েড ফোন না থাকলে আইফোন দিয়ে এনআইডি ওয়ালেট কিভাবে ডাউনলোড করবো,mobileAppIssues
অ্যান্ড্রয়েড ফোন না থাকলে এনআইডি ওয়ালেট নেওয়ার উপায় কী,mobileAppIssues
অ্যান্ড্রয়েড ফোন নেই,mobileAppIssues
অ্যানআইডি এর এপ্লিকেশন টা পেতে হলে কোথায় যেতে হবে,mobileAppIssues
অ্যান্ড্রোয়েড ফোন ছাড়া অ্যাপটা পেতে কি করতে হবে,mobileAppIssues
অ্যান্ড্রোয়েড ফোন না থাকলে আমি কি এনআইডি ওয়ালেট এপ্লিকেশনটা কিভাবে নামাতে পারি,mobileAppIssues
অ্যাপেল এ এনআইডি ওয়ালেট অ্যাপ ডাউনলোড করব কীভাবে,mobileAppIssues
অ্যাপেল দিয়ে এনআইডি এপ টা ডাউনলোড কিভাবে করবো,mobileAppIssues
আই ফোন ব্যবহার করলে কার্ড এর অ্যাপ কোথায় পাব,mobileAppIssues
আইফোন ব্যবহার করে এনআইডি ওয়ালেট ইনস্টল করার উপায় কী,mobileAppIssues
আইফোনে ফোন ছাড়া এন আই ডি ওয়ালেট এপ ডাউনলোড করতে পারবো কী,mobileAppIssues
আমার অ্যান্ড্রয়েড ফোন নাই,mobileAppIssues
আমার অ্যান্ড্রয়েড ফোন নাই,mobileAppIssues
আমার অ্যান্ড্রোয়েড ডিভাইস না,mobileAppIssues
আমার অ্যান্ড্রোয়েড ফোন নাই,mobileAppIssues
আমার আইফোন আছে,mobileAppIssues
আমার কাছে অ্যান্ড্রোয়েড ফোন না থাকলে কার্ড এর আপটা কীভাবে ডাউনলোড করব,mobileAppIssues
আমার ফোন অ্যান্ড্রয়েড নয়,mobileAppIssues
আমার ফোন অ্যান্ড্রয়েড না,mobileAppIssues
আমি অ্যান্ড্রয়েড ফোন ব্যবহার করি না,mobileAppIssues
আমি আই ফোনে ব্যবহার করি,mobileAppIssues
আমি এন আই ডি ওয়ালেট এপ টা কই থেকে ডাউনলোড করতে পারব,mobileAppIssues
আমি এন আই ডি ওয়ালেট এপটা ডাউনলোড করতে পারছি না,mobileAppIssues
আমি এনআইডি এপ টা কোথা থেকে নামাইতে পারি,mobileAppIssues
আমি কার্ড এর অ্যাপ ডাউনলোড করতে পারছি না,mobileAppIssues
এন আই ডি ওয়ালেট কোথা থেকে ডাউনলোড করতে পারি,mobileAppIssues
এনআইডি ওয়ালেট অ্যাপ আইফোনে কিভাবে পাবো,mobileAppIssues
এনআইডি ওয়ালেট অ্যাপ কি আইফোনে পাওয়া যাবে,mobileAppIssues
এনআইডি ওয়ালেট অ্যাপ ডাউনলোড করতে পারছি না,mobileAppIssues
এনআইডি ওয়ালেট আইফোন এ কিভাবে ডাউনলোড করব,mobileAppIssues
এনআইডি ওয়ালেট এপ টার ডাউনলোড করার লিঙ্ক কোথায়,mobileAppIssues
এনআইডি ওয়ালেট এপ্লিকেশনটা ডাউনলোড না হলে আমি কী করব,mobileAppIssues
এনআইডি ওয়ালেট কোথায় পাবো,mobileAppIssues
এনআইডি ওয়ালেট কোথায় পাবো,mobileAppIssues
এনআইডি ওয়ালেট ডাউনলোড করতে পারছি না,mobileAppIssues
এনআইডি ওয়ালেট ডাউনলোড করতে পারছি না,mobileAppIssues
এনআইডি ওয়ালেট শুধু অ্যান্ড্রয়েড ফোনে চলে আমি কী করবো,mobileAppIssues
ওয়ালেট অ্যাপ কোথায় পাওয়া যাবে,mobileAppIssues
ওয়ালেট ডাউনলোড না হলে কি সমাধান আছে,mobileAppIssues
কার্ড এর আপ্লিকেশন টা ডাউনলোড করতে হবে কিভাবে,mobileAppIssues
কার্ড এর যেই অ্যাপস টা আছে সেটা নামাতে পারতেছি না কিভাবে কি করব,mobileAppIssues
মোবাইল দিয়ে পোর্টালে কোন আবেদনগুলো করা সম্ভব নয়,mobileAppIssues
মোবাইলে এ ওটিপি না আসলে কীভাবে সমস্যার সমাধান করবো,mobileAppIssues
আব্বার এনআইডি নম্বর চেঞ্জ জন্য কি কি প্রমাণপত্র জমা দিতে হবে,nameChangeProcess
আমার আম্মার এনআইডি নম্বর চেঞ্জ করতে চাই,nameChangeProcess
আমার আম্মুর এনআইডি নম্বর আপডেট করতে চাই,nameChangeProcess
আমার এনআইডি তে ফোন নম্বর পরিবর্তন করতে কি কি লাগে,nameChangeProcess
আমার টেক্স টিন নম্বর পরিবর্তন করা লাগবে যেটা ভোটার হওয়ার সময় দিয়েছিলাম।,nameChangeProcess
আমার পিতার জাতীয় পরিচয়পত্রের নম্বর বদল করতে হবে।,nameChangeProcess
আমার বাবা বা পিতা বা মাতা বা মা বা স্ত্রী এইরকম ব্যক্তির আইডি সংশোধনের জন্য কোন পদ্ধতি অনুসরণ করতে হবে,nameChangeProcess
আমার বাবার এনআইডি নম্বর পরিবর্তন করতে চাই।,nameChangeProcess
আমার বাবার জন্য নতুন এনআইডি নম্বর চাই।,nameChangeProcess
আমার বাবার জাতীয় আইডি কার্ডের নম্বর পরিবর্তন করতে হবে।,nameChangeProcess
আমার মা এর এনআইডি নম্বর আপডেট করতে চাই,nameChangeProcess
আমার মায়ের এনআইডি নম্বর বদলানোর জন্য কি কি কাগজ লাগবে,nameChangeProcess
আমার মায়ের জাতীয় পরিচয়পত্রের নম্বর সংশোধন করতে হবে।,nameChangeProcess
আমার মায়ের পরিচয়পত্রের নাম্বার কি করে পরিবর্তন করবো,nameChangeProcess
আমার মায়ের স্মার্ট কার্ড নম্বর পরিবর্তন করার প্রয়োজন।,nameChangeProcess
আমার সিগনেচার চেঞ্জ করা দরকার হইলে কিভাবে করব,nameChangeProcess
আমার স্ত্রীর এনআইডি কিভাবে চেঞ্জ করব,nameChangeProcess
আমার স্ত্রীর এনআইডি নম্বর চেঞ্জ করবার জন্য কি করতে হবে,nameChangeProcess
আমার স্ত্রীর জাতীয় পরিচয়পত্রের নম্বর সংশোধন করতে হবে।,nameChangeProcess
আমার স্ত্রীর পরিচয়পত্রের নাম্বার কি করে পরিবর্তন করবো,nameChangeProcess
আমার স্ত্রীর ভোটার আইডি নম্বর আপডেট করতে চাই।,nameChangeProcess
আমার স্ত্রীর স্মার্ট কার্ড নম্বর পরিবর্তন করার প্রয়োজন।,nameChangeProcess
আমার স্বামীর জাতীয় পরিচয়পত্রের নম্বর সংশোধন করতে হবে।,nameChangeProcess
আমার স্বামীর পরিচয়পত্রের নাম্বার কি করে সংশোধন করবো,nameChangeProcess
আমার স্বামীর স্মার্ট কার্ড নম্বর বদলাতে হবে।,nameChangeProcess
আমি আমার জন্ম সনদে নম্বর পরিবর্তন করতে চাই,nameChangeProcess
আমি আমার পেশা পরিবর্তন করতে চাই কিন্তু কিভাবে করতে পারি,nameChangeProcess
আমি আমার বাবার এনআইডি নম্বর উপডেট করতে চাই।,nameChangeProcess
আমি আমার বাবার ন্যাশনাল আইডেন্টিটি কার্ডের নম্বরটা বদল করতে পারি কি,nameChangeProcess
