question,cluster_name
এনআইডি বা ভোটার আবেদন পেন্ডিং অবস্থায় থাকলে কি করতে হবে,pendingApplications
আমি ফটো দিয়েছি কিন্তু কোনো এসএমএস পাইনি,photoTakenNoCard
ঠিকানা পরিবর্তন করতে আমার আগের ভোটার এলাকার ডেটা কোথায় পাবো,addressUpdateProblems
আমার এনআইডি একাউন্ট লক হয়ে গেছে,accountLocked
কার্ড এর অনলাইন পোর্টালে পূর্বে রেজিষ্ট্রেশন করেছিলাম,onlineServicesInquiry
কার্ডে পেশার তথ্য ঠিক করতে কী করণীয়,onlineApplicationProcess
নব ভোটারের আবেদনে শনাক্তকারী কে হবে,newVoterProcess
এনআইডি একাউন্ট এখনো লক দেখায়,accountLocked
আমি আমার জন্ম সনদে নম্বর পরিবর্তন করতে চাই,nameChangeProcess
আমার আবেদন বাতিল হয়েছে,newVoterRejection
স্থায়ী ঠিকানা পরিবর্তন করতে কি কোন ফি দিতে হবে,addressChangeFees
রকেট দিয়ে কিভাবে এনআইডি সংশোধনের ফি পরিশোধ করবো,correctionFees
এই সেবার মাধ্যমে কি ভুল এনআইডি নম্বর সংশোধন করা সম্ভব,correctionErrors
নতুন ভোটারের জন্য আবেদন জমা দিতে গেলে উপজেলা অফিস নিচ্ছে না কেন,newVoterNoSms
স্মার্ট কার্ড বা প্রিন্টিংয়ের সমস্যা কী হতে পারে,smartCardPrintStatus
প্রবাসীদের জন্য ভোটার আইডি কার্ড বা ন্যাশনাল আইডি কার্ড করার জন্য কি কি করতে হবে,newVoterProcess
ভোটার ঠিকানা স্থানান্তরে চেয়ারম্যান বা কাউন্সিলর কার স্বাক্ষর লাগবে,addressUpdateProblems
অনলাইনে কার্ড সংশোধনের জন্য আবেদন করেছি,onlineApplicationProcess
কোন নাম্বারে এসএমএস করলে আমি আমার স্মার্ট কার্ডের বর্তমান অবস্থা জানতে পারবো,smartCardConversion
আমার এনআইডি আবেদন দূতাবাসে জমা দেওয়ার পর কেনো Reject হয়ে গেল,newVoterRejection
ভোটার হিসেবে নতুন নিবন্ধিত হয়েছি আমার নরমাল কার্ড পাইছি,newVoterDuplicates
নতুন ভোটার অ্যাপ্লিকেশন বাতিল হওয়ায় আমি কি করতে পারি,applicationCancelled
জাতীয় পরিচয়পত্র নষ্ট হয়ে গেছে,receiptLostDuplicates
ঠিকানা বদলের জন্য ফি কত,addressChangeFees
প্রবাসে বা বিদেশে এনআইডি  আবেদন করে কত দিনে কার্ড পাবো,overseasRegistration
এই সেবার মাধ্যমে আমি কীভাবে হারানো এনআইডি কার্ডের জন্য আবেদন করতে পারি,receiptLostSolutions
আমার শিশুর জন্ম সনদ নম্বর সংশোধন করতে কি লাগবে,requiredDocuments
তোমার মোবাইল নাম্বার দিবা,generalQueries
আপনি কি অনলাইনে ঠিকানা পরিবর্তন করতে পারবেন,onlineAddressInquiry
আইডির ভোটার এলাকা কি ইন্টার নেট এ বদল করা যাবে,onlineAddressInquiry
ছবি তোলার দিন প্রাপ্ত রশিদটি হারিয়ে ফেলেছি,receiptLostDuplicates
টেকনিক্যাল টিমের কারো সাথে কথা বলতে চাই,generalQueries
আমার স্বাক্ষর বদলাতে হবে কিন্তু মাস খানেক হয়ে গেল,correctionApplicationStatus
কার্ড এর ওয়েব পোর্টালে রেজিষ্ট্রেশন করতে কিভাবে,onlineServicesInquiry
ছবি তুলেছি অনেক আগে স্লিপ হারিয়ে ফেলেছি,receiptLostDuplicates
নতুন কার্ড পেতে প্রাপ্তি রশিদ কি জরুরি,websiteErrors
ওয়েব পোর্টাল এ লেখা আসতেছে,onlineServicesInquiry
এসএসসি সনদ চেয়েছে,generalQueries
এড্রেস পরিবর্তন করার জন্য আবেদন করা হয়েছে,onlineAddressInquiry
বাসা বদলের পর কার্ড এ ঠিকানা আপডেট করতে কি ফি দিতে হয়,addressChangeFees
আমি যেহেতু বিদেশে থাকি তাই জাতীয় পরিচয়পত্র কিংবা ভোটার নিবন্ধনের জন্য কী করণীয়,overseasRegistration
পাসপোর্টের মেয়াদ শেষ,matchFoundErrors
আমার এনআইডি কার্ড প্রিন্ট হয়েছে কিনা দেখতে হবে কিভাবে,smartCardPrintStatus
স্মার্ট কার্ড পাবার জন্য কত টাকা লাগবে,newVoterFees
আমার অ্যান্ড্রয়েড ফোন নাই,mobileAppIssues
আমি বংলাদেশের বাইরে থাকি তাই জাতীয় পরিচয়পত্র বা ভোটার কার্ড নিবন্ধনের জন্য কি করণীয় আছে,overseasRegistration
কার্ডে মোবাইল নম্বর সংযোজনের জন্য কি লাগবে,requiredDocuments
এই চ্যাটবট কি আমাকে ভোটার আইডি আপডেট স্ট্যাটাস সম্পর্কে নির্দেশনা দিতে পারে,chatbotCapabilities
তেমন কিছু জানতে চাইনি,applicationFailures
আমি ফি জমা দিয়েছি সংশোধনের জন্য,correctionFees
পাসপোর্টের নম্বর সংশোধন করতে কি কি কাগজপত্র জমা দিতে হবে,requiredDocuments
আমার জাতীয় পরিচয়পত্রের জন্য বিদেশে ফটো নিয়েছিলাম,photoTakenLongAgo
কোথায় গিয়ে স্মার্ট কার্ডের মুদ্রণ অবস্থা জানব,smartCardPrintStatus
আমি কার্ডের তথ্য সংশোধন করে ডাউনলোড করেছি কিন্তু আগের তথ্যই আছে,onlineApplicationProcess
আমার তালাক হয়ে গেছে,applicationFailures
যদি সংশোধন আবেদন বাতিল হয়,applicationCancelled
নতুন একাউন্ট তৈরির পর কিউআর কোড পেয়েছি,generalQueries
এনআইডি সংশোধনের পর কার্ড ডাউনলোড করতে পারছি না,onlineApplicationProcess
আমার ঠিকানা এবং আব্বার ঠিকানা ভিন্ন হলে ভোটার হতে কি কোনো সমস্যা হবে,differentAddresses
সংশোধনের জন্য টাকা জমা দেয়ার পদ্ধতি কি,correctionFees
ভোটার হবার পিকচার তুলছি এবং রশিদ হারানোর পর এখন বিপদে আছি এনআইডি কার্ডের জন্য কি করণীয়,websiteErrors
আমি ইউটিলিটি বিলের কপি না থাকার কারণে ভোটার ঠিকানা পরিবর্তন করতে পারবো না,addressUpdateProblems
অনলাইনে নিবন্ধন আবেদন করেছি,onlineServicesInquiry
স্লিপ ও তালিকা দুটোতেই নেই,unavailableServices
জাতীয় পরিচয়পত্র সংক্রান্ত কোন কোন বিষয়ে আপনি জানেন,newVoterProcess
বাংলাদেশের বাইরে থেকে এনআইডি কার্ড বা ভোটার তালিকায় নাম যোগ করার পদ্ধতি কি,overseasRegistration
কার্ড প্রিন্টিং সম্পর্কে কি কিছু আপডেট পাবো কীভাবে,smartCardPrintStatus
আমার আইডি কার্ডে দুইজন বউয়ের নাম যোগ করা যাবে কি,nameCorrectionDocuments
ইন্টারনেট এর কার্ড সংশোধনের ওয়ে সম্পর্কে জানতে চাই,onlineApplicationProcess
আর্জেন্ট রিইসযু আবেদন করেছিলাম  কর্মদিবস শেষ হয়ে গেছে অনেক আগেই,reissueStatus
এখন আর কিছু দরকার নেই,applicationFailures
আমার জন্ম সনদের নম্বরটা ভোটার হওয়ার সময় দিয়েছিলাম,newVoterDuplicates
নতুন আইডি কার্ড সংগ্রহ করার জন্য কি করতে হবে সংশোধনের পর,websiteErrors
এনআইডি কার্ড এ তথ্য ভুল সংশোধন আবেদন জমা দেয়ার পর যদি আরো কিছু সংশোধন করা প্রয়োজন হয়,correctionErrors
আন্তিল নেক্সট টাইম,generalQueries
ঠিকানা বদলাতে চাই,onlineAddressInquiry
ফি জমা দিয়ে আবেদন না করলে টাকা ফেরত পাওয়ার পদ্ধতি কী,registrationFees
মোবাইল নম্বর বদলাতে জাতীয় পরিচয়পত্রের জন্য কি সনদ লাগবে,requiredDocuments
ফর্ম এন আইডি এফ এন নম্বর দিয়ে রেজিষ্ট্রেশন করতে পারছি না।,unavailableServices
কীভাবে স্বাক্ষর বদলানো যায়,nameChangeProcess
আমার ন্যাশনাল আইডি আবেদনে কিছু তথ্য ভুল হয়েছে,correctionErrors
দ্বিতীয়বার ভোটার নিবন্ধিত হয়ে গেছে। কীভাবে ঠিক করবো,correctionErrors
অ্যান্ড্রয়েড ছাড়া এনআইডি ওয়ালেট ইনস্টল করার বিকল্প আছে কি,mobileAppIssues
জাতীয় পরিচয়পত্রে মোবাইল নম্বর আপডেট করতে কি কাগজপত্র লাগে,requiredDocuments
এনআইডি ওয়ালেট অ্যাপ কি আইফোনে পাওয়া যাবে,mobileAppIssues
একাধিক বার ভোটার হয়ে যাওয়ার পর কি করতে হবে,newVoterProcess
পাসপোর্টের ডেট শেষ হলে কি এনআইডি আবেদন করা যাবে,overseasRegistration
এনআইডি রিইস্যুর সময়সীমা কতদিন,reissueStatus
এনআইডি বানাতে কি দ্বৈত নাগরিকত্ব থাকতে হবে,dualCitizenship
আমার স্মার্ট কার্ড কেন প্রিন্ট হচ্ছে না,smartCardPrintStatus
এম্বাসীতে আবেদন জমা দেওয়ার পর কেনো আমার আবেদন প্রত্যাখ্যাত হয়েছে,newVoterRejection
এনআইডি তে ভুল তথ্য গেলে কীভাবে ঠিক করা যাবে,correctionErrors
স্মার্ট কার্ড হারিয়ে গিয়েছে,receiptLostSolutions
ফিস জমা দিতে কোন নম্বর সতেরো ডিজিট ব্যবহার করবো,registrationFees
অফিসে সাহায্য না পেয়ে,newVoterNoSms
আমার ছবি তোলার পর অনেক সময় পেরিয়ে গেছে,photoTakenLongAgo
ফিঙ্গারপ্রিন্ট আপডেট করতে অনেক দিন হয়েছে,formPrintIssues
কার্ডের তথ্য কিভাবে ঠিক করা যাবে,correctionErrors
বিকাশে কিভাবে আমার একাউন্টে টাকা জমা করবো,correctionFees
আমার এনআইডি অ্যাকাউন্ট খুলতে গিয়ে লক হয়ে গেছে,accountLocked
সংশোধনের পর অ্যানআইডি কার্ড ডাউনলোড করার কোনো উপায় নেই।,onlineApplicationProcess
ভোটার এলাকা স্থানান্তরের জন্য কি কাগজ লাগে,addressUpdateProblems
ভুল করে ভোটার হওয়া পর কি সমাধান করতে হবে,correctionErrors
কার্ড লক হয়ে গেলে কিভাবে সেটি খুলে ফেলা যায়,accountLocked
আমার বাসস্থান বদলাতে ন্যাশনাল আইডেন্টিটি কার্ডের জন্য কি কি প্রমাণপত্র লাগবে,addressUpdateProblems
স্থায়ী ঠিকানা সংশোধন করার পর কবে আপডেট হবে,addressChangeTime
এনআইডি কার্ড হারিয়ে গেছে,receiptLostSolutions
আমি বিদেশে ছবি তুলেছিলাম,photoTakenLongAgo
কি ভাবে ইন্টারনেটে ভোটার এলাকা বদলাতে পারি,onlineAddressInquiry
এনআইডি কার্ডের জন্য কোন দেশের ক্ষেত্রে দ্বৈত নাগরিকত্ব প্রয়োজন হয় না,dualCitizenship
কার্ড রি-ইস্যু করার জন্য অ্যাপ্লাই করেছি কিন্তু দেরী কেন,reissueStatus
এখন যেখানে থাকি সেই ঠিকানা ও গ্রামের বাড়ির ঠিকানা একসাথে চেঞ্জ করার জন্য কি আবেদন করতে পারি,onlineAddressInquiry
আমার এনআইডি কার্ড সংশোধনের জন্য আগে আমি আবেদন করেছিলাম কিন্তু কিছু কারণে সেটি বাতিল হয়ে গেছে। এখন আমি আবার নতুন আবেদন করতে যাচ্ছি। কিন্তু এই নতুন আবেদনের জন্য কত টাকা লাগবে তা জানতে চাই।,onlineApplicationProcess
নতুন ভোটার হয়েছি,newVoterDuplicates
এনআইডি কার্ডে স্বামী নাম সংশোধন করার জন্য কি কি কাগজপত্র প্রয়োজন,nameCorrectionDocuments
নব ভোটার হওয়ার জন্য এপ্লাই ফরমে শনাক্তকারী কে হবে,newVoterProcess
কি আমি ইন্টারনেটে আমার ঠিকানা বদলের জন্য আবেদন করতে পারি,onlineAddressInquiry
আপনার থেকে কি তথ্য পাওয়া যাবে,generalQueries
রি-ইস্যু আবেদন করার জন্য ফি কত,reissueStatus
এনআইডির জন্য ওয়েবপোর্টালে কি কি সেবা দেয়া হয়,onlineServicesInquiry
কার্ডের ভুল সংশোধন করার জন্য কী করা উচিত,correctionErrors
আপনার টিন নম্বরে সংশোধন করতে কী কী নথি প্রয়োজন,requiredDocuments
নতুন এনআইডি কার্ড কিভাবে নিতে হবে,websiteErrors
আমি ছবি তুলেছি কিন্তু কোনো খবর বা মেসেজ পাইনি,photoTakenNoCard
আমার আইডি কার্ড এর ছবি অস্পষ্ট,photoTakenNoCard
জাতীয় পরিচয়পত্রের ক্ষতিগ্রস্ত অংশের জন্য কি করতে হবে,reissueStatus
পিতা বা মাতাকে মৃত উল্লেখ করতে চাইলে কি সার্টিফিকেট জমা দিতে হবে,deceasedRelativeInfo
পিতাকে মৃত উল্লেখ করতে চাইলে কি কি সনদ দাখিল করতে হয়,deceasedRelativeInfo
ফি জমা দেয়ার জন্য কোন নম্বর ব্যবহার করি,registrationFees
পাশ না করেও আমার কার্ডে এসএসসি বা তদুর্ধ্ব শিক্ষাগত যোগ্যতা দেখানো হয়েছে,matchFoundErrors
ন্যাশনাল আইডি কার্ডে পাসপোর্ট নম্বর যোগ করতে কি কি দলিল লাগবে,requiredDocuments
আমার স্বামীর জাতীয় পরিচয়পত্রের নম্বর সংশোধন করতে হবে।,nameChangeProcess
আমার স্মার্ট কার্ড কি অন্য কেউ সংগ্রহ করতে পারবে,smartCardConversion
আমার আইডি করার সময় পিতার নামে বানান ভুল হয়ে গেছে,nameSpellingCorrection
স্থায়ী ঠিকানা পরিবর্তন করতে গেলে ডাকঘর অথবা ডকাঘর এর কোড না জানলে কি করতে হবে,addressUpdateProblems
ছবি তোলার পর ভোটার তালিকায় নাম না থাকলে কার্ড পাওয়া যাবে না,photoTakenNoCard
সব কাগজপত্র ঠিক মানে দিয়ে ফেললাম,applicationFailures
একাউন্ট লক করা হয়েছে দেখাচ্ছে,accountLocked
জন্মস্থানের ভুল সংশোধন করতে কি কি কাগজপত্র জমা দিতে হবে,correctionErrors
স্থায়ী ঠিকানায় ভোটার হয়েছিলাম,newVoterDuplicates
আমি সংশোধন আবেদন স্লিপ হারিয়ে ফেলেছি,receiptLostDuplicates
এনআইডি কার্ড সংশোধনের জন্য অনলাইনে আবেদন করেছি,onlineApplicationProcess
মোটেও ক্লিয়ার না আপনার কথায়,agentTransferRequest
পিতার নামের বানান সংশোধনের জন্য জাতীয় পরিচয়পত্রে কি কি ডকুমেন্টস জমা দিতে হবে,nameCorrectionDocuments
আমার প্রবাসী ভোটার নিবন্ধনের আবেদন এম্বাসীতে Reject হয়েছে কেন,newVoterRejection
নতুন ভোটারের ফর্ম প্রিন্ট করতে গিয়ে ফন্ট ভেঙ্গে যাচ্ছে,formPrintIssues
ছবি তুলেছি কিন্তু মোবাইলে কোনো ইনফরমেশন পাইনি,photoTakenNoCard
আমি জাতীয় পরিচয় পত্র সংশোধন সম্পর্কিত কোন ধরনের প্রশ্ন করতে পারি,onlineApplicationProcess
এনআইডি কার্ডে বিয়ের পর স্বামীর নাম যোগ করার জন্য কি ডকুমেন্টস লাগবে,nameCorrectionDocuments
অনেক আগে কার্ড এ লগইন করেছি,matchFoundErrors
ফোন এর নম্বর আপডেট করতে কি লাগে,requiredDocuments
আমার জাতীয় পরিচয়পত্রের জন্য বিদেশে ছবি তুলেছিলাম,photoTakenLongAgo
আমি আমার বার্থ সার্টিফিকেট নম্বর সংযোজন করতে চাই,requiredDocuments
পাসপোর্ট নম্বর আপডেট বা সংশোধন করতে নিড কার্ডের কি কি ডকুমেন্ট লাগে,requiredDocuments
পিতার নামের বানান ভুল,nameSpellingCorrection
ঠিকানা পরিবর্তনের সময় আমার নির্ধারিত পোষ্ট অফিস ও পোষ্ট কোড পাচ্ছিনা,addressUpdateProblems
এনআইডি কার্ড সংশোধন হয়েছে,onlineApplicationProcess
আমি স্মার্ট কার্ড নিতে গেলে কত টাকা লাগবে,newVoterFees
রি-ইস্যু আবেদনের জন্য টাকা জমা দিয়েছি,correctionFees
রিইস্যু এনআইডি এখনো দেওয়া হয়নি,unavailableServices
ভোটার স্থানান্তর শেষ হয়েছে,faceVerificationCompleted
রি-ইস্যুর জন্য কোন কোন সাপোর্টিং ডকুমেন্ট লাগবে,reissueStatus
ইন্টারনেটে আমি কি আমার ঠিকানা বদলের জন্য আবেদন করতে পারি,onlineAddressInquiry
আমি কি বিদেশ থেকে বাংলাদেশের ভোটার আইডি কার্ডের জন্য আবেদন করতে পারি,overseasRegistration
কি ডকুমেন্টস লাগবে আমার টিন নম্বর সংশোধন করতে,requiredDocuments
এনআইডি কার্ড কুইকলি সংশোধন করতে কি বাড়তি খরচ লাগে,onlineApplicationProcess
কার্ড সংশোধনের জন্য অনলাইনে আবেদন করেছি,onlineApplicationProcess
আমি ওয়ান জিরো ফাইভ কল করে সংশোধনের ব্যাপারে জানতে চেয়েছি,correctionApplicationStatus
আমি প্রবাসে গিয়ে ছবি তুলেছি,photoTakenLongAgo
সংশোধন আবেদন করতে কি টাকা দিতে হয়,correctionFees
যদি আগের কালের জন্ম সনদ থাকে কিন্তু অনলাইনে না থাকে,unavailableServices
স্মার্ট কার্ড সংগ্রহ করতে কি টাকা দিতে হয়,newVoterFees
বিদেশে থাকতে আমার এনআইডি কার্ডের জন্য আবেদন করেছিলাম,overseasRegistration
আমার স্মার্ট কার্ড কিভাবে করতে পারি,smartCardConversion
সংশোধনের আবেদন বাতিল করার জন্য কি কি করতে হবে,applicationCancelled
ফিঙ্গারপ্রিন্ট দিলে আমার মোবাইলের সিমে তথ্য আসেনা,formPrintIssues
এই সেবা কি ভোটার আইডি স্ট্যাটাস যাচাইয়ে সহায়তা করে,chatbotCapabilities
ফি জমা করতে কোন নম্বর দিতে হবে,registrationFees
নতুন এনআইডি কার্ডের জন্য আবেদন করি কীভাবে,websiteErrors
আমার কার্ডে ভুল করে শিক্ষাগত যোগ্যতা বেশি দেখানো হয়েছে। এটা কিভাবে পরিবর্তন করবো,correctionErrors
প্রবাসী ভোটার হতে হলে কি কি কাগজপত্র লাগে,newVoterProcess
মায়ের নাম সংশোধনের জন্য বাংলাদেশের এনআইডি কার্ডে কী সব ডকুমেন্টস জমা দিতে হবে,nameCorrectionDocuments
স্থায়ী ঠিকানা পরিবর্তনের জন্য কতদিনে রেজিস্ট্রি হয়,addressChangeTime
আমি আগে বাংলাদেশে ভোটার হয়েছিলাম,newVoterDuplicates
আমি সেরে ফেলেছি,applicationFailures
একাউন্ট লক হবার পর ঠিক তথ্য দিলেও লগইন হচ্ছে না,accountLocked
এনআইডি কার্ড হারিয়ে গেলে নতুন স্মার্ট কার্ড কিভাবে পাবো,receiptLostSolutions
বয়স পরিবর্তনের আবেদন কিভাবে করা হয়,ageEligibility
এনআইডি কার্ডে স্বামী-স্ত্রীর নাম ভুল হয়েছে,nameSpellingCorrection
নতুন ভোটার আইডি কার্ড পাওয়ার জন্য কত সময় অপেক্ষা করতে হবে,websiteErrors
আমি নিউ ভোটার হয়ে ফরম নাম্বার দিয়ে রেজিষ্ট্রেশন করেছি,newVoterDuplicates
স্মার্ট কার্ড নিতে কি কিছু টাকা লাগে,newVoterFees
পাসপোর্ট নম্বর বদলে দিতে কি কি কাগজপত্র লাগবে,requiredDocuments
এখানে ভোটার আইডি সম্পর্কিত কোন ধরনের প্রশ্নের উত্তর পাওয়া যাবে,newVoterProcess
অনলাইনে কি আমি আমার ঠিকানা বদলের আবেদন করতে পারি,onlineAddressInquiry
অনেকদিন আগে রি-ইস্যু আবেদন করেছিলাম,reissueStatus
এই চ্যাটবট কি আমার ভোটার তথ্য আপডেট করার তথ্য প্রদান করে,chatbotCapabilities
স্থায়ী ঠিকানা পরিবর্তন করতে কত টাকা ফি লাগে,addressChangeFees
হ্যাঁ আমি বলতে চাই,agentTransferRequest
ইউটিলিটি বিল ছাড়া ভোটার ঠিকানা পরিবর্তনের কি কাগজপত্র লাগবে,addressUpdateProblems
রি-ইস্যু আবেদন করতে কি টাকা লাগে,reissueStatus
পিতা বা মাতাকে মৃত উল্লেখ করতে চাইলে কি কি সনদ দাখিল করতে হয়,deceasedRelativeInfo
ছবি দিয়ে অনেক মাস পার হয়ে গেছে,photoTakenNoCard
রি-ইস্যু আবেদন করে কতদিন লাগে কার্ড কবে পাবো,reissueStatus
স্থায়ী ঠিকানা পরিবর্তন করতে কত ফি দিতে হবে,addressChangeFees
এখানে কী ধরনের সেবা পাওয়া যায়,generalQueries
ভুল্ক্রেম আমার কার্ড এ পিতার নামের আগে মৃত লেখা কি করি,deceasedRelativeInfo
সংশোধনের আবেদন করেছি xx দিন আগে,correctionApplicationStatus
আমি কোরিয়াতে আছি। বাংলাদেশের এনআইডি কার্ড পেতে কি করতে হবে,overseasRegistration
এনআইডি কার্ডে পিতার নাম ভুল হয়েছে,nameSpellingCorrection
একটু ক্লিয়ার করে বলবেন,agentTransferRequest
এনআইডি পেতে কোন দেশের নাগরিকদের দ্বৈত নাগরিকত্ব সনদ লাগবে না,dualCitizenship
আমার রক্তের গ্রুপ সংশোধন করতে হলে কি পদক্ষেপ নেব,bloodGroupCorrection
আমার জন্ম সনদ নম্বর আপডেট করতে কি কি প্রমাণপত্র লাগবে,requiredDocuments
ছবি পরিবর্তন করার জন্য আবেদন করেছি,correctionApplicationStatus
কার্ডে সিগনেচার রিলেটেড জিনসপত্র আপডেট করে কিভাবে,onlineApplicationProcess
অনেক বছর আগে ছবি তুললেও এখনও কার্ড পাইনি,photoTakenNoCard
ভোটার হওয়ার প্রক্রিয়া দ্রুততর করার কোনো উপায় আছে,newVoterProcess
স্ত্রীর এনআইডি নম্বর আপডেট করতে চাই,nameChangeProcess
এই চ্যাটবট কি আমার এনআইডি তথ্য আপডেটের জন্য নির্দেশনা দিতে পারে,chatbotCapabilities
ভোটার এলাকার ঠিকানা পরিবর্তন হলেও,addressUpdateProblems
আমি নতুন ভোটার হয়েছিলাম,newVoterDuplicates
এনআইডি সার্ভিসের ওয়েবপোর্টালে কি কি সেবা নেই,unavailableServices
নতুন ভোটার হবার জন্য আবেদন বাতিল হলে কী করতে হবে,applicationCancelled
কার্ডে আরেকজন এর কিন্তু ইনফরমেশন প্রিন্ট হয়ে গেছে,matchFoundErrors
পাসপোর্টের ডেট ওভার হয়ে গেছে,matchFoundErrors
এনআইডি কার্ড রি-ইস্যুর জন্য কী কী ডকুমেন্ট দরকার,reissueStatus
আমি ছবি তুলেছি কিন্তু মেসেজ পাইনি,photoTakenNoCard
আমার কার্ডের সংশোধন হয়েছে তবে ডাউনলোড করা যাচ্ছে না।,onlineApplicationProcess
আমার স্বামীর নাম এনআইডি কার্ডে সংশোধন করতে কি কি কাগজপত্র লাগবে,nameCorrectionDocuments
ফরম নম্বর দিয়ে ভোটার রেজিষ্ট্রেশন করার পর ডাউনলোডে সমস্যা কেন,unavailableServices
এই চ্যাটবট কি আমার জাতীয় পরিচয় পত্র তথ্য আপডেটের জন্য নির্দেশনা দিতে পারে,chatbotCapabilities
সংশোধন আবেদনের স্টেটাস জানতে চাই,correctionApplicationStatus
বয়স পূর্ণ হওয়ার পর এনআইডি কার্ডধারী কবে ভোটার হবে,ageEligibility
আবেদন করতে কত টাকা লাগবে সংশোধনের জন্য,correctionFees
কার্ড সংশোধনের জন্য কি কোনো ইমারজেন্সি ফি আছে,onlineApplicationProcess
প্রাপ্তি রশিদ না থাকলে কি কার্ড উত্তোলন সম্ভব,websiteErrors
আধুনিক কার্ড সংগ্রহের জন্য কোনো ফি দিতে হবে কি,newVoterFees
জাতীয় পরিচয়পত্রের অংশবিশেষ পুড়ে গেছে,reissueStatus
জাতীয় পরিচয়পত্রে জন্ম সনদ নম্বর যোগ করতে কি ডকুমেন্টস দিতে হবে,requiredDocuments
এনআইডি ওয়ালেট অ্যাপ ডাউনলোড করতে পারছি না,mobileAppIssues
আমার কাছে অ্যান্ড্রোয়েড ফোন না থাকলে কার্ড এর আপটা কীভাবে ডাউনলোড করব,mobileAppIssues
সংশোধন আবেদন করেছি কিন্তু কোনো ইনফো নাই,correctionApplicationStatus
একবার বাতিল হওয়া সংশোধন আবেদন আবার করার জন্য টাকা জমা দেওয়া লাগবে কি,applicationCancelled
জাতীয় পরিচয়পত্রে মোবাইল নম্বর যোগ করার জন্য কোন ধরনের ডকুমেন্টস দিতে হবে,requiredDocuments
দ্বিতীয়বার ভোটার নিবন্ধন হয়ে গেছে,newVoterDuplicates
আমি এন আই ডি ওয়ালেট এপটা ডাউনলোড করতে পারছি না,mobileAppIssues
কার্ড ঠিক করার মেক্সিমাম লিমিট কতবার,onlineApplicationProcess
অনলাইন এ কার্ড সংশোধন করে কিভাবে,onlineApplicationProcess
অনেক আগে ভোটার ছিলাম কিন্তু কার্ড নেই নাই,newVoterDuplicates
কোন কাজগুলা অনলাইনে গ্রহণযোগ্য নয়,onlineServicesInquiry
আমার কার্ডটা কয়েবার ঠিক করা যাইবো,matchFoundErrors
আমি প্রবাসী বিদেশে থাকি অনেক বছর এনআইডি বা ভোটার নিবন্ধনের জন্য দূতাবাসে আবেদন জমা দিয়েছি। বর্তমান অবস্থা কি,overseasRegistration
স্মার্ট কার্ড মুদ্রণ সম্পর্কে জানতে এসএমএস কিভাবে পাঠাবো,smartCardPrintStatus
আমার জন্ম স্থান ভুল বলে কার্ডে আছে,correctionErrors
ভোটার স্থানান্তরের প্রসেস চলছে,faceVerificationCompleted
আমার জাতীয় পরিচয়পত্রের ছবি তোলা হয়েছিল,photoTakenLongAgo
আমি জাতীয় পরিচয়পত্র স্মার্ট কার্ডে কনভার্ট করতে চাই।,smartCardConversion
সংশোধনের মেসেজ পেয়েছি কিন্তু কোথাও নামানোর অপশন দেখছি না।,correctionApplicationStatus
অ্যাপেল দিয়ে এনআইডি এপ টা ডাউনলোড কিভাবে করবো,mobileAppIssues
আমার ভোটার আইডি ফরমে ভুল হয়েছে,correctionErrors
সংশোধন আবেদন বাতিল হয়ে গেলে কি টাকা ফেরত পাবো,applicationCancelled
প্রাপ্তি রিসিট না থাকলে কি করে কার্ড পেতে পারি,websiteErrors
তালাকের পর এনআইডি কার্ড থেকে স্বামীর নাম বাদ দিতে কি করতে হবে,nameCorrectionDocuments
আমার কার্ডে মাতার নামের আগে মৃত শব্দ এড করতে চাইলে কি কি করতে হবে,deceasedRelativeInfo
আব্বা মারা গেছেন এখন কার্ডে তার নামের আগে মৃত শব্দ দেখানোর জন্য কি পদক্ষেপ নিব,deceasedRelativeInfo
আমার স্মার্ট কার্ডের প্রিন্টিং অবস্থা জানতে কোন নাম্বারে এসএমএস করতে হবে,smartCardPrintStatus
একাউন্ট লক হওয়ার পর আট ঘণ্টা অপেক্ষা করেও সমাধান হচ্ছে না,accountLocked
বলতেছেন আবার কি নতুন নিয়ম,agentTransferRequest
আমার ফোন অ্যান্ড্রয়েড নয়,mobileAppIssues
সব কিছুর জন্য ধন্যবাদ,chatbotCapabilities
এনআইডি বিষয়ক কোন কোন প্রশ্ন করা যাবে,newVoterProcess
ফিঙ্গারপ্রিন্ট আপডেট করেও পেন্ডিং অবস্থায় আছি,formPrintIssues
হারানো কার্ডের জন্য কি পরিমান খরচ লাগে,receiptLostSolutions
ওটিপি আসতে কি পরিমান টাইম লাগে,generalQueries
এই চ্যাটবট কীভাবে সাহায্য করতে পারে,chatbotCapabilities
পুরানো আইডি কার্ডে তেরো টা নম্বর ছিল এনআইডি নম্বর এ,matchFoundErrors
এনআইডি সংশোধনের আবেদন বাতিল করতে কি করতে হবে,applicationCancelled
স্মার্ট কার্ড হারানো গেলে নতুন কার্ড পেতে কত টাকা খরচ হবে,receiptLostSolutions
ন্যাশনাল আইডেন্টিটি কার্ডে বাসস্থান পরিবর্তনের জন্য কি কি কাগজপত্র লাগবে,addressUpdateProblems
আমি বিদেশে থাকলে কি করে আমার জাতীয় পরিচয়পত্র এবং ভোটার কার্ড করতে পারি,overseasRegistration
একাউন্ট লক গেছে এখন আনলক করে দিতে পারবেন,accountLocked
